1,50.775,6.08333
2,56.18333,10.23333
6,54.21667,-113.0
10,16.88333,-99.9
370,-33.16667,-64.95
379,32.1,71.8
390,44.83333,95.16667
392,44.21667,0.61667
398,-31.6,-65.23333
417,-30.86667,-64.55
423,16.39806,-9.57028
424,19.08333,8.38333
425,50.66667,2.33333
426,29.51667,35.05
427,29.71667,77.95
432,8.91667,8.43333
433,39.91667,42.81667
446,24.41667,39.51667
447,13.66033,28.96
448,44.11667,4.08333
453,44.65,11.01667
454,2.0,22.66667
458,45.82133,6.01533
461,51.78333,-1.78333
462,36.23333,37.13333
463,44.88333,8.75
465,50.95,31.81667
466,45.26667,10.15
2276,42.53333,-85.88333
2278,26.96667,-105.31667
48915,20.74575,32.41275
2284,35.27333,44.21556
2290,27.66667,78.25
2294,26.58333,85.56667
2295,44.61667,-70.75
2296,48.7,37.5
2298,20.88333,76.86667
2301,47.46667,-0.55
2302,-22.96667,-44.31667
2304,9.53333,39.71667
2305,25.15,105.18333
2313,40.81056,140.78556
2318,53.58333,-2.71667
2320,43.86667,5.38333
2325,-33.0,-66.0
2329,38.5,-94.3
2340,-31.41667,-60.66667
2345,42.45,9.03333
48954,31.805,-97.01
2346,52.05,0.3
2353,43.03333,12.55
4883,25.25417,80.625
4884,20.06667,-103.66667
4885,34.75,-87.0
4888,34.31667,-96.15
4893,44.38333,5.16667
4899,36.16667,3.66667
4900,44.33333,3.23333
4903,43.08333,0.58333
4905,-21.46028,-49.95083
4906,46.0,13.5
4907,25.0,-103.5
4910,2.71667,32.83333
4913,36.8,-108.0
4917,48.6,38.0
4922,28.48333,78.5
4925,35.96667,-82.48333
4926,34.5,-88.66667
4928,5.38333,16.38333
4934,16.66667,101.18333
4935,-6.91667,107.6
4936,27.7,76.33333
4937,30.4,78.2
4938,-6.33333,106.0
4942,43.95,-0.05
4944,41.36667,2.16667
4946,42.38333,-2.5
4947,52.73333,84.08333
4948,52.0,9.1
4949,31.61667,76.8
4954,52.56528,-1.33972
44876,15.78333,-5.9
4957,52.03333,20.93583
4974,45.41667,-98.31667
4975,38.25,-83.75
56133,40.66813,-117.18913
4976,11.08333,-0.18333
4977,36.75,-93.5
4984,39.8,-101.2
4986,51.16667,-117.33333
4993,53.01667,-4.1
5005,33.6,-96.46667
5009,-32.33333,-64.86667
5011,25.36667,82.91667
30443,32.25,-8.15
5018,32.86667,10.8
5021,39.08333,-89.15
5023,-26.16667,28.41667
5024,30.0,-7.0
5026,45.95,-67.55
48975,-31.91,-58.32833
5028,11.65,-3.65
5029,41.68333,-3.8
47355,40.30583,-105.02325
5032,42.53333,-73.83333
5034,43.21667,-0.23333
5035,33.88333,35.5
5037,20.88333,74.83333
36591,26.50833,73.11528
5039,20.83333,71.46667
5040,22.68333,90.65
5041,22.08333,86.9
5042,53.1,23.2
5043,50.13333,27.16667
5045,12.45,-0.08333
5051,-33.15639,115.67639
5056,13.76667,5.3
5059,34.16667,-80.28333
5060,25.38333,82.6
5063,49.78333,30.16667
5064,60.4,25.8
5065,40.91667,-78.08333
5068,36.83333,-97.33333
5071,31.83333,-98.83333
5072,49.36667,16.63333
5076,40.48,-89.00417
5090,33.83333,115.83333
5093,23.0,-102.0
5097,12.5,0.7
5098,44.55,131.63333
5110,44.86667,10.05
5111,21.95,78.03333
5112,54.23333,52.48333
5113,48.15,24.28333
5114,55.46667,35.86667
5117,51.33333,33.88333
57168,17.71067,-11.3715
57167,17.17493,-11.34133
5121,54.56667,-6.33333
5128,40.5,-80.08333
5133,50.6,16.3
5134,50.66694,8.18361
5135,53.4,9.1
5140,52.13333,59.31667
5156,53.9,-112.88333
30448,39.77978,64.60035
48653,-31.35,129.19
5165,10.01667,9.58333
5169,5.0,48.0
5175,37.62194,-82.23722
5177,40.2,29.23333
5178,46.45,25.78333
5181,26.78333,82.83333
5183,27.08333,84.08333
48654,52.996,-109.84817
5185,37.98333,-1.16667
5186,35.5,-93.5
5187,43.83889,20.33333
45976,3.405,-76.51
5200,11.75,122.33333
5249,-7.03333,-40.16667
5250,39.8,26.6
5251,41.25,1.66667
5252,43.38333,-5.15
5253,38.47028,-105.24139
5260,37.26667,-89.58333
5264,-30.88333,-64.55
45817,-16.66444,-69.04389
5265,38.5,27.0
5291,36.08333,-78.06667
5292,43.35,11.5
5293,44.38333,-68.75
5295,39.8,16.2
5296,36.5,-79.25
5306,26.46667,-105.23333
5307,43.2,-96.91667
5308,45.08333,8.3
5313,28.53333,109.31667
5314,25.36667,81.66667
5315,25.85,83.48333
5316,-30.78333,-58.05
5320,20.26667,76.01667
5321,27.28333,79.05
5322,29.08333,111.75
5325,46.68333,1.05
5328,36.16667,-87.33333
5329,47.93333,1.56667
5330,29.48333,75.5
5331,47.71667,5.36667
5332,47.93333,2.91667
5334,41.93333,-7.46667
5338,-3.66667,32.5
57165,54.81667,61.11667
47347,23.69639,-5.01472
5339,53.7,30.1
5340,35.03333,-81.88333
5341,46.55,6.81667
5342,50.83333,34.0
5344,14.5,76.5
5345,17.9,101.63333
5349,40.93333,-79.73333
5355,-10.05944,33.395
5356,-17.35,13.96667
5357,47.47083,0.97667
5364,-6.95,108.1
5374,32.1025,-81.87278
5395,44.9,-90.28333
5397,-33.13333,19.38333
5401,43.76111,-84.50778
5403,42.53333,12.61667
5418,-19.85,-47.55
5451,21.16667,-100.86667
5465,10.2,76.26667
5470,35.95,-97.58333
5474,-27.7,27.3
5476,35.63333,-78.13333
5477,54.61667,-6.21667
5496,36.83333,-84.35
5500,38.4,-84.25
5504,35.61667,8.83333
5511,26.91667,83.96667
5513,-28.2,24.56667
5514,34.4,-87.06667
6603,49.86667,8.65
6604,41.98444,59.685
51559,-1.87089,-79.95756
6621,43.0,-80.0
6634,40.25,-74.0
6642,28.56667,77.25
6649,51.46667,84.76667
6660,39.7825,-104.93056
6664,26.68333,93.86667
6693,25.73333,73.61667
6694,19.0,81.0
6696,24.225,76.525
6698,22.37778,71.42722
6699,14.88333,75.6
7640,32.23333,76.46667
47350,37.35172,27.32997
7642,-33.75,18.56667
7649,-31.88333,-60.46667
7652,-7.5,111.5
7656,12.73333,15.05
7657,36.95,9.55
7658,23.5,90.33333
7659,50.75,25.3
7661,40.0,29.0
7706,45.5,119.03333
7707,21.86667,82.45
7708,32.91667,120.78333
7718,51.2,112.3
7722,13.05,3.16667
7723,32.33333,-6.3
7725,-13.66667,33.91667
7728,36.4,-86.5
7731,42.52,-82.26
7736,42.45833,18.44167
7743,-31.66667,152.83333
7745,52.55,-8.03333
7749,43.33333,128.25
7750,30.3,76.63333
7752,-4.0,39.5
7754,33.43333,127.26667
7755,-27.2,31.31667
7757,26.25,82.0
7758,-3.0,151.0
7760,40.78167,-96.47167
7774,-17.3,15.83333
7775,48.9,11.21667
7776,56.03333,13.0
7777,28.26667,78.78333
7807,34.41667,3.25
45977,25.37,-97.37
7819,19.96722,-103.05167
7822,39.24667,-104.58817
7823,50.18333,12.73333
7824,47.83333,37.66667
10019,51.75,4.0
10033,-29.46667,151.61667
10038,30.3,109.5
10039,47.86667,7.35
10041,48.18333,6.46667
10042,19.03333,81.89167
10043,40.3,44.5
10044,1.16667,44.16667
10049,52.21667,11.25
10051,46.25,-1.1
10055,2.88333,30.83333
10059,43.41667,-94.83333
10074,39.75,-97.03333
10075,35.55,-77.53333
10078,44.38333,2.81667
10079,36.05,-94.16667
10080,36.88333,8.45
10081,32.53333,-87.16667
10086,34.6,116.75
10088,36.1,-81.41667
10091,43.18111,13.75333
10107,47.81667,-96.85
10111,30.83333,-97.76667
10119,43.25,-93.66667
10120,-33.35,146.85833
10123,36.78333,-78.08333
10163,50.95,7.31667
10164,33.01667,-83.96667
10166,28.25,7.0
10177,34.48333,-87.83333
52412,31.47556,113.56694
10836,33.18333,130.2
10838,55.33333,10.33333
10839,25.95,80.81667
10840,32.9,115.9
10846,44.3,0.4
10848,7.05,12.43333
10849,7.05,12.43333
10850,51.68333,30.78333
10851,27.35,68.53333
10854,11.65,-2.18333
10860,27.88333,68.53333
10861,41.68333,-112.13333
44882,12.85,11.03333
10866,14.15083,-2.04167
10870,12.91667,11.91667
10914,35.53333,136.88333
10917,37.31667,13.56667
10919,9.6,9.91667
10923,52.2,6.86667
10924,-7.25,107.7
10926,57.35,37.61667
10930,52.45972,-0.3
10936,50.66667,16.76667
10948,24.23333,89.05
10949,48.28333,38.08333
10956,42.9,2.25
11196,60.66667,11.0
50911,43.2,-79.61667
11206,43.66667,45.38333
11207,49.26667,18.71667
11208,46.35,30.58333
11426,51.93333,15.5
11429,52.86667,16.63333
11432,-33.0,-58.61667
11435,39.80417,122.76389
11436,24.1,105.0
11437,37.1,118.4
11439,38.73333,-6.01667
11440,43.76667,20.23333
11442,13.5,-0.68333
11443,9.91667,13.98333
11448,22.98333,76.05
11449,11.49167,11.65833
11450,42.9,24.7
11464,13.78333,78.56667
11465,9.36667,42.41667
11466,51.91667,8.38333
11467,35.0,127.5
11468,35.65,139.33333
11472,50.31667,3.73333
11479,57.81667,16.23333
11485,41.38333,-86.6
11824,26.8,82.53333
11829,28.38333,75.78333
11830,32.675,-94.51167
11842,38.25,-86.16667
11848,35.2945,136.70033
11852,28.95,0.81667
11855,51.65,-1.51667
11859,60.24556,22.06194
11869,55.46667,13.78333
11870,27.33333,35.66667
11875,10.0,-84.1
11878,59.85,17.66667
11883,33.6,130.43333
11884,55.9,-4.23333
11889,34.45,132.38333
44714,1.345,31.47278
11893,64.43333,21.2
11894,34.9,-110.18333
11895,9.06667,38.41667
11901,41.8,-91.86667
11904,21.3,-157.86667
11913,35.66667,115.5
11915,39.35,-100.45
11916,46.1,16.33333
54719,26.46469,106.63241
11986,50.3,8.91667
11989,61.18333,22.68333
11992,52.28333,7.7
11993,-20.0,-45.0
11994,38.0,35.0
11995,58.2,82.93333
12000,-32.1,28.33333
12003,-23.2,-51.83333
12004,-6.03333,145.36667
12027,39.75,46.66667
12028,39.08333,-94.4
12037,41.0,112.0
12039,53.415,-111.3375
12043,-25.5,-54.5
12049,-8.93333,33.8
12053,-31.18333,-57.95
12056,-3.4,-44.33333
12058,26.59083,-12.95217
12063,-8.41667,32.43333
12065,-32.5,21.9
12067,26.75,68.41667
12069,31.0,75.0
12072,18.75,75.33333
12074,39.7,105.8
12078,43.83333,20.44167
51589,46.42137,14.05217
12085,31.3,72.38333
12086,31.91667,104.91667
12087,30.80833,109.5
12171,44.05,126.16667
47362,22.68,70.31333
12173,55.7,24.4
12198,40.35,-104.9
12199,-11.85,15.83333
12202,45.43333,-0.45
12203,35.5,115.41667
12207,12.85,76.8
12209,-7.71667,111.2
12210,35.2,118.8
12213,38.74028,-7.27
12214,44.71667,4.3
12218,47.35,21.3
12220,11.85,8.21667
12221,27.08333,78.33333
12222,27.25,79.96667
12227,49.86667,30.83333
12228,15.0,48.3
12229,55.43333,53.25
12230,12.38333,78.51667
12231,45.13333,21.66667
12232,-6.83333,29.5
12236,17.83333,73.98333
12238,26.03333,81.46667
12240,36.04167,139.95667
12241,14.18333,75.8
12243,31.6,65.78333
12245,-7.0,115.5
12246,32.08333,76.3
12251,4.7,33.63333
47357,20.33916,73.22329
12253,42.45,73.36667
12256,47.21667,81.01667
12258,-3.5,35.58333
12260,12.9,7.15
12262,27.8,67.16667
12263,31.58333,71.6
12264,-35.08333,139.91667
12266,35.36667,136.76667
30740,29.58333,77.58333
35465,11.33333,10.08333
47351,25.14333,75.81333
12268,39.26333,31.78
12270,-7.75,112.01667
53654,36.54194,29.41822
